,State,Management,Year,Specialisation,Seats,censuscode,ST_CEN_CD,UG_PG,st_new
1847,SIKKIM,Both,2018.0,Pulmonology,0.0,244.0,30.0,PG,Sikkim
1848,TAMIL NADU,Both,2018.0,Pulmonology,39.0,616.0,31.0,PG,Tamil Nadu
1849,TELANGANA,Both,2018.0,Pulmonology,42.0,532.0,32.0,PG,Telangana
1850,TRIPURA,Both,2018.0,Pulmonology,0.0,291.0,33.0,PG,Tripura
1851,UTTAR PRADESH,Both,2018.0,Pulmonology,48.0,146.0,34.0,PG,Uttar Pradesh
1852,UTTARAKHAND,Both,2018.0,Pulmonology,6.0,64.0,35.0,PG,Uttarakhand
1853,WEST BENGAL,Both,2018.0,Pulmonology,27.0,339.0,36.0,PG,West Bengal
1854,ANDHRA PRADESH,Private,2001.0,Pulmonology,0.0,553.0,2.0,PG,Andhra Pradesh
1855,TELANGANA,Private,2001.0,Pulmonology,0.0,,,PG,Telangana
1856,ANDHRA PRADESH,Public,2001.0,Pulmonology,5.0,553.0,2.0,PG,Andhra Pradesh
1857,TELANGANA,Public,2001.0,Pulmonology,5.0,,,PG,Telangana
1858,ANDHRA PRADESH,Both,2001.0,Pulmonology,5.0,553.0,2.0,PG,Andhra Pradesh
1859,TELANGANA,Both,2001.0,Pulmonology,5.0,,,PG,Telangana
1860,GUJARAT,Private,2001.0,Physiology,0.0,474.0,12.0,PG,Gujarat
1861,HARYANA,Private,2001.0,Physiology,2.0,70.0,13.0,PG,Haryana
1862,JAMMU & KASHMIR,Private,2001.0,Physiology,0.0,14.0,15.0,PG,Jammu & Kashmir
1863,KARNATAKA,Private,2001.0,Physiology,17.0,556.0,17.0,PG,Karnataka
1864,KERALA,Private,2001.0,Physiology,0.0,598.0,18.0,PG,Kerala
1865,MADHYA PRADESH,Private,2001.0,Physiology,4.0,465.0,20.0,PG,Madhya Pradesh
1866,MAHARASHTRA,Private,2001.0,Physiology,8.0,522.0,21.0,PG,Maharashtra
1867,ODISHA,Private,2001.0,Physiology,0.0,384.0,26.0,PG,Odisha
1868,PUDUCHERRY,Private,2001.0,Physiology,0.0,636.0,27.0,PG,Puducherry
1869,PUNJAB,Private,2001.0,Physiology,0.0,49.0,28.0,PG,Punjab
1870,RAJASTHAN,Private,2001.0,Physiology,0.0,119.0,29.0,PG,Rajasthan
1871,SIKKIM,Private,2001.0,Physiology,0.0,244.0,30.0,PG,Sikkim
1872,TAMIL NADU,Private,2001.0,Physiology,6.0,616.0,31.0,PG,Tamil Nadu
1873,UTTAR PRADESH,Private,2001.0,Physiology,0.0,146.0,34.0,PG,Uttar Pradesh
1874,UTTARAKHAND,Private,2001.0,Physiology,4.0,64.0,35.0,PG,Uttarakhand
1875,WEST BENGAL,Private,2001.0,Physiology,0.0,339.0,36.0,PG,West Bengal
1876,ASSAM,Public,2001.0,Physiology,15.0,324.0,4.0,PG,Assam
1877,BIHAR,Public,2001.0,Physiology,16.0,209.0,5.0,PG,Bihar
1878,CHANDIGARH,Public,2001.0,Physiology,0.0,55.0,6.0,PG,Chandigarh
1879,CHHATTISGARH,Public,2001.0,Physiology,1.0,414.0,7.0,PG,Chhattisgarh
1880,NCT OF DELHI,Public,2001.0,Physiology,29.0,95.0,10.0,PG,NCT of Delhi
1881,GOA,Public,2001.0,Physiology,0.0,585.0,11.0,PG,Goa
1882,GUJARAT,Public,2001.0,Physiology,20.0,474.0,12.0,PG,Gujarat
1883,HARYANA,Public,2001.0,Physiology,7.0,70.0,13.0,PG,Haryana
1884,HIMACHAL PRADESH,Public,2001.0,Physiology,0.0,30.0,14.0,PG,Himachal Pradesh
1885,JAMMU & KASHMIR,Public,2001.0,Physiology,7.0,14.0,15.0,PG,Jammu & Kashmir
1886,JHARKHAND,Public,2001.0,Physiology,5.0,355.0,16.0,PG,Jharkhand
1887,KARNATAKA,Public,2001.0,Physiology,12.0,556.0,17.0,PG,Karnataka
1888,KERALA,Public,2001.0,Physiology,1.0,598.0,18.0,PG,Kerala
1889,MADHYA PRADESH,Public,2001.0,Physiology,5.0,465.0,20.0,PG,Madhya Pradesh
1890,MAHARASHTRA,Public,2001.0,Physiology,36.0,522.0,21.0,PG,Maharashtra
1891,MANIPUR,Public,2001.0,Physiology,8.0,275.0,22.0,PG,Manipur
1892,MEGHALAYA,Public,2001.0,Physiology,0.0,294.0,23.0,PG,Meghalaya
1893,ODISHA,Public,2001.0,Physiology,0.0,384.0,26.0,PG,Odisha
1894,PUDUCHERRY,Public,2001.0,Physiology,5.0,636.0,27.0,PG,Puducherry
1895,PUNJAB,Public,2001.0,Physiology,9.0,49.0,28.0,PG,Punjab
1896,RAJASTHAN,Public,2001.0,Physiology,3.0,119.0,29.0,PG,Rajasthan
1897,TAMIL NADU,Public,2001.0,Physiology,7.0,616.0,31.0,PG,Tamil Nadu
1898,UTTAR PRADESH,Public,2001.0,Physiology,14.0,146.0,34.0,PG,Uttar Pradesh
1899,UTTARAKHAND,Public,2001.0,Physiology,0.0,64.0,35.0,PG,Uttarakhand
1900,WEST BENGAL,Public,2001.0,Physiology,5.0,339.0,36.0,PG,West Bengal
1901,ANDHRA PRADESH,Private,2018.0,Physiology,20.0,553.0,2.0,PG,Andhra Pradesh
1902,BIHAR,Private,2018.0,Physiology,6.0,209.0,5.0,PG,Bihar
1903,CHHATTISGARH,Private,2018.0,Physiology,0.0,414.0,7.0,PG,Chhattisgarh
1904,NCT OF DELHI,Private,2018.0,Physiology,0.0,95.0,10.0,PG,NCT of Delhi
1905,GUJARAT,Private,2018.0,Physiology,11.0,474.0,12.0,PG,Gujarat
1906,HARYANA,Private,2018.0,Physiology,9.0,70.0,13.0,PG,Haryana
1907,HIMACHAL PRADESH,Private,2018.0,Physiology,0.0,30.0,14.0,PG,Himachal Pradesh
1908,JAMMU & KASHMIR,Private,2018.0,Physiology,0.0,14.0,15.0,PG,Jammu & Kashmir
1909,KARNATAKA,Private,2018.0,Physiology,93.0,556.0,17.0,PG,Karnataka
1910,KERALA,Private,2018.0,Physiology,15.0,598.0,18.0,PG,Kerala
1911,MADHYA PRADESH,Private,2018.0,Physiology,13.0,465.0,20.0,PG,Madhya Pradesh
1912,MAHARASHTRA,Private,2018.0,Physiology,42.0,522.0,21.0,PG,Maharashtra
1913,ODISHA,Private,2018.0,Physiology,8.0,384.0,26.0,PG,Odisha
1914,PUDUCHERRY,Private,2018.0,Physiology,15.0,636.0,27.0,PG,Puducherry
1915,PUNJAB,Private,2018.0,Physiology,11.0,49.0,28.0,PG,Punjab
1916,RAJASTHAN,Private,2018.0,Physiology,8.0,119.0,29.0,PG,Rajasthan
1917,SIKKIM,Private,2018.0,Physiology,3.0,244.0,30.0,PG,Sikkim
1918,TAMIL NADU,Private,2018.0,Physiology,43.0,616.0,31.0,PG,Tamil Nadu
1919,TELANGANA,Private,2018.0,Physiology,25.0,532.0,32.0,PG,Telangana
1920,TRIPURA,Private,2018.0,Physiology,0.0,291.0,33.0,PG,Tripura
1921,UTTAR PRADESH,Private,2018.0,Physiology,32.0,146.0,34.0,PG,Uttar Pradesh
1922,UTTARAKHAND,Private,2018.0,Physiology,6.0,64.0,35.0,PG,Uttarakhand
1923,WEST BENGAL,Private,2018.0,Physiology,6.0,339.0,36.0,PG,West Bengal
1924,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Physiology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
1925,ANDHRA PRADESH,Public,2018.0,Physiology,22.0,553.0,2.0,PG,Andhra Pradesh
1926,ASSAM,Public,2018.0,Physiology,18.0,324.0,4.0,PG,Assam
1927,BIHAR,Public,2018.0,Physiology,23.0,209.0,5.0,PG,Bihar
1928,CHANDIGARH,Public,2018.0,Physiology,0.0,55.0,6.0,PG,Chandigarh
1929,CHHATTISGARH,Public,2018.0,Physiology,2.0,414.0,7.0,PG,Chhattisgarh
1930,NCT OF DELHI,Public,2018.0,Physiology,44.0,95.0,10.0,PG,NCT of Delhi
1931,GOA,Public,2018.0,Physiology,5.0,585.0,11.0,PG,Goa
1932,GUJARAT,Public,2018.0,Physiology,43.0,474.0,12.0,PG,Gujarat
1933,HARYANA,Public,2018.0,Physiology,13.0,70.0,13.0,PG,Haryana
1934,HIMACHAL PRADESH,Public,2018.0,Physiology,2.0,30.0,14.0,PG,Himachal Pradesh
1935,JAMMU & KASHMIR,Public,2018.0,Physiology,8.0,14.0,15.0,PG,Jammu & Kashmir
1936,JHARKHAND,Public,2018.0,Physiology,9.0,355.0,16.0,PG,Jharkhand
1937,KARNATAKA,Public,2018.0,Physiology,28.0,556.0,17.0,PG,Karnataka
1938,KERALA,Public,2018.0,Physiology,18.0,598.0,18.0,PG,Kerala
1939,MADHYA PRADESH,Public,2018.0,Physiology,6.0,465.0,20.0,PG,Madhya Pradesh
1940,MAHARASHTRA,Public,2018.0,Physiology,50.0,522.0,21.0,PG,Maharashtra
1941,MANIPUR,Public,2018.0,Physiology,10.0,275.0,22.0,PG,Manipur
1942,MEGHALAYA,Public,2018.0,Physiology,0.0,294.0,23.0,PG,Meghalaya
1943,ODISHA,Public,2018.0,Physiology,16.0,384.0,26.0,PG,Odisha
1944,PUDUCHERRY,Public,2018.0,Physiology,11.0,636.0,27.0,PG,Puducherry
1945,PUNJAB,Public,2018.0,Physiology,13.0,49.0,28.0,PG,Punjab
1946,RAJASTHAN,Public,2018.0,Physiology,22.0,119.0,29.0,PG,Rajasthan
1947,TAMIL NADU,Public,2018.0,Physiology,24.0,616.0,31.0,PG,Tamil Nadu
1948,TELANGANA,Public,2018.0,Physiology,10.0,532.0,32.0,PG,Telangana
1949,TRIPURA,Public,2018.0,Physiology,0.0,291.0,33.0,PG,Tripura
1950,UTTAR PRADESH,Public,2018.0,Physiology,27.0,146.0,34.0,PG,Uttar Pradesh
1951,UTTARAKHAND,Public,2018.0,Physiology,2.0,64.0,35.0,PG,Uttarakhand
1952,WEST BENGAL,Public,2018.0,Physiology,30.0,339.0,36.0,PG,West Bengal
1953,ASSAM,Both,2001.0,Physiology,15.0,324.0,4.0,PG,Assam
1954,BIHAR,Both,2001.0,Physiology,16.0,209.0,5.0,PG,Bihar
1955,CHANDIGARH,Both,2001.0,Physiology,0.0,55.0,6.0,PG,Chandigarh
1956,CHHATTISGARH,Both,2001.0,Physiology,1.0,414.0,7.0,PG,Chhattisgarh
1957,GOA,Both,2001.0,Physiology,0.0,585.0,11.0,PG,Goa
1958,GUJARAT,Both,2001.0,Physiology,20.0,474.0,12.0,PG,Gujarat
1959,HARYANA,Both,2001.0,Physiology,9.0,70.0,13.0,PG,Haryana
1960,HIMACHAL PRADESH,Both,2001.0,Physiology,0.0,30.0,14.0,PG,Himachal Pradesh
1961,JAMMU & KASHMIR,Both,2001.0,Physiology,7.0,14.0,15.0,PG,Jammu & Kashmir
1962,JHARKHAND,Both,2001.0,Physiology,5.0,355.0,16.0,PG,Jharkhand
1963,KARNATAKA,Both,2001.0,Physiology,29.0,556.0,17.0,PG,Karnataka
1964,KERALA,Both,2001.0,Physiology,1.0,598.0,18.0,PG,Kerala
1965,MADHYA PRADESH,Both,2001.0,Physiology,9.0,465.0,20.0,PG,Madhya Pradesh
1966,MAHARASHTRA,Both,2001.0,Physiology,44.0,522.0,21.0,PG,Maharashtra
1967,MANIPUR,Both,2001.0,Physiology,8.0,275.0,22.0,PG,Manipur
1968,MEGHALAYA,Both,2001.0,Physiology,0.0,294.0,23.0,PG,Meghalaya
1969,NCT OF DELHI,Both,2001.0,Physiology,29.0,95.0,10.0,PG,NCT of Delhi
1970,ODISHA,Both,2001.0,Physiology,0.0,384.0,26.0,PG,Odisha
1971,PUDUCHERRY,Both,2001.0,Physiology,5.0,636.0,27.0,PG,Puducherry
1972,PUNJAB,Both,2001.0,Physiology,9.0,49.0,28.0,PG,Punjab
1973,RAJASTHAN,Both,2001.0,Physiology,3.0,119.0,29.0,PG,Rajasthan
1974,SIKKIM,Both,2001.0,Physiology,0.0,244.0,30.0,PG,Sikkim
1975,TAMIL NADU,Both,2001.0,Physiology,13.0,616.0,31.0,PG,Tamil Nadu
1976,UTTAR PRADESH,Both,2001.0,Physiology,14.0,146.0,34.0,PG,Uttar Pradesh
1977,UTTARAKHAND,Both,2001.0,Physiology,4.0,64.0,35.0,PG,Uttarakhand
1978,WEST BENGAL,Both,2001.0,Physiology,5.0,339.0,36.0,PG,West Bengal
1979,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Physiology,0.0,638.0,1.0,PG,Andaman & Nicobar Island
1980,ANDHRA PRADESH,Both,2018.0,Physiology,42.0,553.0,2.0,PG,Andhra Pradesh
1981,ASSAM,Both,2018.0,Physiology,18.0,324.0,4.0,PG,Assam
1982,BIHAR,Both,2018.0,Physiology,29.0,209.0,5.0,PG,Bihar
1983,CHANDIGARH,Both,2018.0,Physiology,0.0,55.0,6.0,PG,Chandigarh
1984,CHHATTISGARH,Both,2018.0,Physiology,2.0,414.0,7.0,PG,Chhattisgarh
1985,GOA,Both,2018.0,Physiology,5.0,585.0,11.0,PG,Goa
1986,GUJARAT,Both,2018.0,Physiology,54.0,474.0,12.0,PG,Gujarat
1987,HARYANA,Both,2018.0,Physiology,22.0,70.0,13.0,PG,Haryana
1988,HIMACHAL PRADESH,Both,2018.0,Physiology,2.0,30.0,14.0,PG,Himachal Pradesh
1989,JAMMU & KASHMIR,Both,2018.0,Physiology,8.0,14.0,15.0,PG,Jammu & Kashmir
1990,JHARKHAND,Both,2018.0,Physiology,9.0,355.0,16.0,PG,Jharkhand
1991,KARNATAKA,Both,2018.0,Physiology,121.0,556.0,17.0,PG,Karnataka
1992,KERALA,Both,2018.0,Physiology,33.0,598.0,18.0,PG,Kerala
1993,MADHYA PRADESH,Both,2018.0,Physiology,19.0,465.0,20.0,PG,Madhya Pradesh
1994,MAHARASHTRA,Both,2018.0,Physiology,92.0,522.0,21.0,PG,Maharashtra
1995,MANIPUR,Both,2018.0,Physiology,10.0,275.0,22.0,PG,Manipur
1996,MEGHALAYA,Both,2018.0,Physiology,0.0,294.0,23.0,PG,Meghalaya
1997,NCT OF DELHI,Both,2018.0,Physiology,44.0,95.0,10.0,PG,NCT of Delhi
1998,ODISHA,Both,2018.0,Physiology,24.0,384.0,26.0,PG,Odisha
1999,PUDUCHERRY,Both,2018.0,Physiology,26.0,636.0,27.0,PG,Puducherry
2000,PUNJAB,Both,2018.0,Physiology,24.0,49.0,28.0,PG,Punjab
2001,RAJASTHAN,Both,2018.0,Physiology,30.0,119.0,29.0,PG,Rajasthan
2002,SIKKIM,Both,2018.0,Physiology,3.0,244.0,30.0,PG,Sikkim
2003,TAMIL NADU,Both,2018.0,Physiology,67.0,616.0,31.0,PG,Tamil Nadu
2004,TELANGANA,Both,2018.0,Physiology,35.0,532.0,32.0,PG,Telangana
2005,TRIPURA,Both,2018.0,Physiology,0.0,291.0,33.0,PG,Tripura
2006,UTTAR PRADESH,Both,2018.0,Physiology,59.0,146.0,34.0,PG,Uttar Pradesh
2007,UTTARAKHAND,Both,2018.0,Physiology,8.0,64.0,35.0,PG,Uttarakhand
2008,WEST BENGAL,Both,2018.0,Physiology,36.0,339.0,36.0,PG,West Bengal
2009,ANDHRA PRADESH,Private,2001.0,Physiology,0.0,553.0,2.0,PG,Andhra Pradesh
2010,TELANGANA,Private,2001.0,Physiology,0.0,,,PG,Telangana
2011,ANDHRA PRADESH,Public,2001.0,Physiology,17.0,553.0,2.0,PG,Andhra Pradesh
2012,TELANGANA,Public,2001.0,Physiology,17.0,,,PG,Telangana
2013,ANDHRA PRADESH,Both,2001.0,Physiology,17.0,553.0,2.0,PG,Andhra Pradesh
2014,TELANGANA,Both,2001.0,Physiology,17.0,,,PG,Telangana
2015,GUJARAT,Private,2001.0,Thoracic,0.0,474.0,12.0,PG,Gujarat
2016,HARYANA,Private,2001.0,Thoracic,0.0,70.0,13.0,PG,Haryana
2017,JAMMU & KASHMIR,Private,2001.0,Thoracic,0.0,14.0,15.0,PG,Jammu & Kashmir
2018,KARNATAKA,Private,2001.0,Thoracic,1.0,556.0,17.0,PG,Karnataka
2019,KERALA,Private,2001.0,Thoracic,0.0,598.0,18.0,PG,Kerala
2020,MADHYA PRADESH,Private,2001.0,Thoracic,0.0,465.0,20.0,PG,Madhya Pradesh
2021,MAHARASHTRA,Private,2001.0,Thoracic,0.0,522.0,21.0,PG,Maharashtra
2022,ODISHA,Private,2001.0,Thoracic,0.0,384.0,26.0,PG,Odisha
2023,PUDUCHERRY,Private,2001.0,Thoracic,0.0,636.0,27.0,PG,Puducherry
2024,PUNJAB,Private,2001.0,Thoracic,0.0,49.0,28.0,PG,Punjab
2025,RAJASTHAN,Private,2001.0,Thoracic,0.0,119.0,29.0,PG,Rajasthan
2026,SIKKIM,Private,2001.0,Thoracic,0.0,244.0,30.0,PG,Sikkim
2027,TAMIL NADU,Private,2001.0,Thoracic,2.0,616.0,31.0,PG,Tamil Nadu
2028,UTTAR PRADESH,Private,2001.0,Thoracic,0.0,146.0,34.0,PG,Uttar Pradesh
2029,UTTARAKHAND,Private,2001.0,Thoracic,0.0,64.0,35.0,PG,Uttarakhand
2030,WEST BENGAL,Private,2001.0,Thoracic,0.0,339.0,36.0,PG,West Bengal
2031,ASSAM,Public,2001.0,Thoracic,2.0,324.0,4.0,PG,Assam
2032,BIHAR,Public,2001.0,Thoracic,0.0,209.0,5.0,PG,Bihar
2033,CHANDIGARH,Public,2001.0,Thoracic,0.0,55.0,6.0,PG,Chandigarh
2034,CHHATTISGARH,Public,2001.0,Thoracic,0.0,414.0,7.0,PG,Chhattisgarh
2035,NCT OF DELHI,Public,2001.0,Thoracic,32.0,95.0,10.0,PG,NCT of Delhi
2036,GOA,Public,2001.0,Thoracic,0.0,585.0,11.0,PG,Goa
2037,GUJARAT,Public,2001.0,Thoracic,0.0,474.0,12.0,PG,Gujarat
2038,HARYANA,Public,2001.0,Thoracic,0.0,70.0,13.0,PG,Haryana
2039,HIMACHAL PRADESH,Public,2001.0,Thoracic,0.0,30.0,14.0,PG,Himachal Pradesh
2040,JAMMU & KASHMIR,Public,2001.0,Thoracic,1.0,14.0,15.0,PG,Jammu & Kashmir
2041,JHARKHAND,Public,2001.0,Thoracic,0.0,355.0,16.0,PG,Jharkhand
2042,KARNATAKA,Public,2001.0,Thoracic,12.0,556.0,17.0,PG,Karnataka
2043,KERALA,Public,2001.0,Thoracic,4.0,598.0,18.0,PG,Kerala
2044,MADHYA PRADESH,Public,2001.0,Thoracic,0.0,465.0,20.0,PG,Madhya Pradesh
2045,MAHARASHTRA,Public,2001.0,Thoracic,13.0,522.0,21.0,PG,Maharashtra
2046,MANIPUR,Public,2001.0,Thoracic,0.0,275.0,22.0,PG,Manipur
2047,MEGHALAYA,Public,2001.0,Thoracic,0.0,294.0,23.0,PG,Meghalaya
2048,ODISHA,Public,2001.0,Thoracic,0.0,384.0,26.0,PG,Odisha
2049,PUDUCHERRY,Public,2001.0,Thoracic,0.0,636.0,27.0,PG,Puducherry
2050,PUNJAB,Public,2001.0,Thoracic,0.0,49.0,28.0,PG,Punjab
2051,RAJASTHAN,Public,2001.0,Thoracic,8.0,119.0,29.0,PG,Rajasthan
2052,TAMIL NADU,Public,2001.0,Thoracic,4.0,616.0,31.0,PG,Tamil Nadu
2053,UTTAR PRADESH,Public,2001.0,Thoracic,5.0,146.0,34.0,PG,Uttar Pradesh
2054,UTTARAKHAND,Public,2001.0,Thoracic,0.0,64.0,35.0,PG,Uttarakhand
2055,WEST BENGAL,Public,2001.0,Thoracic,8.0,339.0,36.0,PG,West Bengal
2056,ANDHRA PRADESH,Private,2018.0,Thoracic,3.0,553.0,2.0,PG,Andhra Pradesh
2057,BIHAR,Private,2018.0,Thoracic,0.0,209.0,5.0,PG,Bihar
2058,CHHATTISGARH,Private,2018.0,Thoracic,0.0,414.0,7.0,PG,Chhattisgarh
2059,NCT OF DELHI,Private,2018.0,Thoracic,0.0,95.0,10.0,PG,NCT of Delhi
2060,GUJARAT,Private,2018.0,Thoracic,1.0,474.0,12.0,PG,Gujarat
2061,HARYANA,Private,2018.0,Thoracic,0.0,70.0,13.0,PG,Haryana
2062,HIMACHAL PRADESH,Private,2018.0,Thoracic,0.0,30.0,14.0,PG,Himachal Pradesh
2063,JAMMU & KASHMIR,Private,2018.0,Thoracic,0.0,14.0,15.0,PG,Jammu & Kashmir
2064,KARNATAKA,Private,2018.0,Thoracic,5.0,556.0,17.0,PG,Karnataka
2065,KERALA,Private,2018.0,Thoracic,2.0,598.0,18.0,PG,Kerala
2066,MADHYA PRADESH,Private,2018.0,Thoracic,0.0,465.0,20.0,PG,Madhya Pradesh
2067,MAHARASHTRA,Private,2018.0,Thoracic,5.0,522.0,21.0,PG,Maharashtra
2068,ODISHA,Private,2018.0,Thoracic,0.0,384.0,26.0,PG,Odisha
2069,PUDUCHERRY,Private,2018.0,Thoracic,1.0,636.0,27.0,PG,Puducherry
2070,PUNJAB,Private,2018.0,Thoracic,1.0,49.0,28.0,PG,Punjab
2071,RAJASTHAN,Private,2018.0,Thoracic,1.0,119.0,29.0,PG,Rajasthan
2072,SIKKIM,Private,2018.0,Thoracic,0.0,244.0,30.0,PG,Sikkim
2073,TAMIL NADU,Private,2018.0,Thoracic,13.0,616.0,31.0,PG,Tamil Nadu
2074,TELANGANA,Private,2018.0,Thoracic,0.0,532.0,32.0,PG,Telangana
2075,TRIPURA,Private,2018.0,Thoracic,0.0,291.0,33.0,PG,Tripura
2076,UTTAR PRADESH,Private,2018.0,Thoracic,0.0,146.0,34.0,PG,Uttar Pradesh
2077,UTTARAKHAND,Private,2018.0,Thoracic,0.0,64.0,35.0,PG,Uttarakhand
2078,WEST BENGAL,Private,2018.0,Thoracic,0.0,339.0,36.0,PG,West Bengal
2079,ANDAMAN & NICOBAR ISLAND,Public,2018.0,Thoracic,0.0,638.0,1.0,PG,Andaman & Nicobar Island
2080,ANDHRA PRADESH,Public,2018.0,Thoracic,4.0,553.0,2.0,PG,Andhra Pradesh
2081,ASSAM,Public,2018.0,Thoracic,2.0,324.0,4.0,PG,Assam
2082,BIHAR,Public,2018.0,Thoracic,0.0,209.0,5.0,PG,Bihar
2083,CHANDIGARH,Public,2018.0,Thoracic,12.0,55.0,6.0,PG,Chandigarh
2084,CHHATTISGARH,Public,2018.0,Thoracic,0.0,414.0,7.0,PG,Chhattisgarh
2085,NCT OF DELHI,Public,2018.0,Thoracic,44.0,95.0,10.0,PG,NCT of Delhi
2086,GOA,Public,2018.0,Thoracic,0.0,585.0,11.0,PG,Goa
2087,GUJARAT,Public,2018.0,Thoracic,7.0,474.0,12.0,PG,Gujarat
2088,HARYANA,Public,2018.0,Thoracic,2.0,70.0,13.0,PG,Haryana
2089,HIMACHAL PRADESH,Public,2018.0,Thoracic,2.0,30.0,14.0,PG,Himachal Pradesh
2090,JAMMU & KASHMIR,Public,2018.0,Thoracic,5.0,14.0,15.0,PG,Jammu & Kashmir
2091,JHARKHAND,Public,2018.0,Thoracic,0.0,355.0,16.0,PG,Jharkhand
2092,KARNATAKA,Public,2018.0,Thoracic,12.0,556.0,17.0,PG,Karnataka
2093,KERALA,Public,2018.0,Thoracic,14.0,598.0,18.0,PG,Kerala
2094,MADHYA PRADESH,Public,2018.0,Thoracic,0.0,465.0,20.0,PG,Madhya Pradesh
2095,MAHARASHTRA,Public,2018.0,Thoracic,18.0,522.0,21.0,PG,Maharashtra
2096,MANIPUR,Public,2018.0,Thoracic,0.0,275.0,22.0,PG,Manipur
2097,MEGHALAYA,Public,2018.0,Thoracic,0.0,294.0,23.0,PG,Meghalaya
2098,ODISHA,Public,2018.0,Thoracic,1.0,384.0,26.0,PG,Odisha
2099,PUDUCHERRY,Public,2018.0,Thoracic,3.0,636.0,27.0,PG,Puducherry
2100,PUNJAB,Public,2018.0,Thoracic,0.0,49.0,28.0,PG,Punjab
2101,RAJASTHAN,Public,2018.0,Thoracic,10.0,119.0,29.0,PG,Rajasthan
2102,TAMIL NADU,Public,2018.0,Thoracic,16.0,616.0,31.0,PG,Tamil Nadu
2103,TELANGANA,Public,2018.0,Thoracic,12.0,532.0,32.0,PG,Telangana
2104,TRIPURA,Public,2018.0,Thoracic,0.0,291.0,33.0,PG,Tripura
2105,UTTAR PRADESH,Public,2018.0,Thoracic,9.0,146.0,34.0,PG,Uttar Pradesh
2106,UTTARAKHAND,Public,2018.0,Thoracic,0.0,64.0,35.0,PG,Uttarakhand
2107,WEST BENGAL,Public,2018.0,Thoracic,20.0,339.0,36.0,PG,West Bengal
2108,ASSAM,Both,2001.0,Thoracic,2.0,324.0,4.0,PG,Assam
2109,BIHAR,Both,2001.0,Thoracic,0.0,209.0,5.0,PG,Bihar
2110,CHANDIGARH,Both,2001.0,Thoracic,0.0,55.0,6.0,PG,Chandigarh
2111,CHHATTISGARH,Both,2001.0,Thoracic,0.0,414.0,7.0,PG,Chhattisgarh
2112,GOA,Both,2001.0,Thoracic,0.0,585.0,11.0,PG,Goa
2113,GUJARAT,Both,2001.0,Thoracic,0.0,474.0,12.0,PG,Gujarat
2114,HARYANA,Both,2001.0,Thoracic,0.0,70.0,13.0,PG,Haryana
2115,HIMACHAL PRADESH,Both,2001.0,Thoracic,0.0,30.0,14.0,PG,Himachal Pradesh
2116,JAMMU & KASHMIR,Both,2001.0,Thoracic,1.0,14.0,15.0,PG,Jammu & Kashmir
2117,JHARKHAND,Both,2001.0,Thoracic,0.0,355.0,16.0,PG,Jharkhand
2118,KARNATAKA,Both,2001.0,Thoracic,13.0,556.0,17.0,PG,Karnataka
2119,KERALA,Both,2001.0,Thoracic,4.0,598.0,18.0,PG,Kerala
2120,MADHYA PRADESH,Both,2001.0,Thoracic,0.0,465.0,20.0,PG,Madhya Pradesh
2121,MAHARASHTRA,Both,2001.0,Thoracic,13.0,522.0,21.0,PG,Maharashtra
2122,MANIPUR,Both,2001.0,Thoracic,0.0,275.0,22.0,PG,Manipur
2123,MEGHALAYA,Both,2001.0,Thoracic,0.0,294.0,23.0,PG,Meghalaya
2124,NCT OF DELHI,Both,2001.0,Thoracic,32.0,95.0,10.0,PG,NCT of Delhi
2125,ODISHA,Both,2001.0,Thoracic,0.0,384.0,26.0,PG,Odisha
2126,PUDUCHERRY,Both,2001.0,Thoracic,0.0,636.0,27.0,PG,Puducherry
2127,PUNJAB,Both,2001.0,Thoracic,0.0,49.0,28.0,PG,Punjab
2128,RAJASTHAN,Both,2001.0,Thoracic,8.0,119.0,29.0,PG,Rajasthan
2129,SIKKIM,Both,2001.0,Thoracic,0.0,244.0,30.0,PG,Sikkim
2130,TAMIL NADU,Both,2001.0,Thoracic,6.0,616.0,31.0,PG,Tamil Nadu
2131,UTTAR PRADESH,Both,2001.0,Thoracic,5.0,146.0,34.0,PG,Uttar Pradesh
2132,UTTARAKHAND,Both,2001.0,Thoracic,0.0,64.0,35.0,PG,Uttarakhand
2133,WEST BENGAL,Both,2001.0,Thoracic,8.0,339.0,36.0,PG,West Bengal
2134,ANDAMAN & NICOBAR ISLAND,Both,2018.0,Thoracic,0.0,638.0,1.0,PG,Andaman & Nicobar Island
2135,ANDHRA PRADESH,Both,2018.0,Thoracic,7.0,553.0,2.0,PG,Andhra Pradesh
2136,ASSAM,Both,2018.0,Thoracic,2.0,324.0,4.0,PG,Assam
2137,BIHAR,Both,2018.0,Thoracic,0.0,209.0,5.0,PG,Bihar
2138,CHANDIGARH,Both,2018.0,Thoracic,12.0,55.0,6.0,PG,Chandigarh
2139,CHHATTISGARH,Both,2018.0,Thoracic,0.0,414.0,7.0,PG,Chhattisgarh
2140,GOA,Both,2018.0,Thoracic,0.0,585.0,11.0,PG,Goa
2141,GUJARAT,Both,2018.0,Thoracic,8.0,474.0,12.0,PG,Gujarat
