"","X","State","Management","Year","Specialisation","Seats","censuscode","ST_CEN_CD","UG_PG","st_new"
"1660",1660,"NCT OF DELHI","Both",2001,"Ophthalmology",130,95,10,"PG","NCT of Delhi"
"1661",1661,"ODISHA","Both",2001,"Ophthalmology",0,384,26,"PG","Odisha"
"1662",1662,"PUDUCHERRY","Both",2001,"Ophthalmology",0,636,27,"PG","Puducherry"
"1663",1663,"PUNJAB","Both",2001,"Ophthalmology",11,49,28,"PG","Punjab"
"1664",1664,"RAJASTHAN","Both",2001,"Ophthalmology",19,119,29,"PG","Rajasthan"
"1665",1665,"SIKKIM","Both",2001,"Ophthalmology",0,244,30,"PG","Sikkim"
"1666",1666,"TAMIL NADU","Both",2001,"Ophthalmology",86,616,31,"PG","Tamil Nadu"
"1667",1667,"UTTAR PRADESH","Both",2001,"Ophthalmology",40,146,34,"PG","Uttar Pradesh"
"1668",1668,"UTTARAKHAND","Both",2001,"Ophthalmology",4,64,35,"PG","Uttarakhand"
"1669",1669,"WEST BENGAL","Both",2001,"Ophthalmology",34,339,36,"PG","West Bengal"
"1670",1670,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Ophthalmology",0,638,1,"PG","Andaman & Nicobar Island"
"1671",1671,"ANDHRA PRADESH","Both",2018,"Ophthalmology",84,553,2,"PG","Andhra Pradesh"
"1672",1672,"ASSAM","Both",2018,"Ophthalmology",25,324,4,"PG","Assam"
"1673",1673,"BIHAR","Both",2018,"Ophthalmology",29,209,5,"PG","Bihar"
"1674",1674,"CHANDIGARH","Both",2018,"Ophthalmology",18,55,6,"PG","Chandigarh"
"1675",1675,"CHHATTISGARH","Both",2018,"Ophthalmology",8,414,7,"PG","Chhattisgarh"
"1676",1676,"GOA","Both",2018,"Ophthalmology",5,585,11,"PG","Goa"
"1677",1677,"GUJARAT","Both",2018,"Ophthalmology",94,474,12,"PG","Gujarat"
"1678",1678,"HARYANA","Both",2018,"Ophthalmology",23,70,13,"PG","Haryana"
"1679",1679,"HIMACHAL PRADESH","Both",2018,"Ophthalmology",8,30,14,"PG","Himachal Pradesh"
"1680",1680,"JAMMU & KASHMIR","Both",2018,"Ophthalmology",25,14,15,"PG","Jammu & Kashmir"
"1681",1681,"JHARKHAND","Both",2018,"Ophthalmology",18,355,16,"PG","Jharkhand"
"1682",1682,"KARNATAKA","Both",2018,"Ophthalmology",185,556,17,"PG","Karnataka"
"1683",1683,"KERALA","Both",2018,"Ophthalmology",60,598,18,"PG","Kerala"
"1684",1684,"MADHYA PRADESH","Both",2018,"Ophthalmology",48,465,20,"PG","Madhya Pradesh"
"1685",1685,"MAHARASHTRA","Both",2018,"Ophthalmology",164,522,21,"PG","Maharashtra"
"1686",1686,"MANIPUR","Both",2018,"Ophthalmology",5,275,22,"PG","Manipur"
"1687",1687,"MEGHALAYA","Both",2018,"Ophthalmology",0,294,23,"PG","Meghalaya"
"1688",1688,"NCT OF DELHI","Both",2018,"Ophthalmology",160,95,10,"PG","NCT of Delhi"
"1689",1689,"ODISHA","Both",2018,"Ophthalmology",34,384,26,"PG","Odisha"
"1690",1690,"PUDUCHERRY","Both",2018,"Ophthalmology",23,636,27,"PG","Puducherry"
"1691",1691,"PUNJAB","Both",2018,"Ophthalmology",24,49,28,"PG","Punjab"
"1692",1692,"RAJASTHAN","Both",2018,"Ophthalmology",38,119,29,"PG","Rajasthan"
"1693",1693,"SIKKIM","Both",2018,"Ophthalmology",0,244,30,"PG","Sikkim"
"1694",1694,"TAMIL NADU","Both",2018,"Ophthalmology",149,616,31,"PG","Tamil Nadu"
"1695",1695,"TELANGANA","Both",2018,"Ophthalmology",78,532,32,"PG","Telangana"
"1696",1696,"TRIPURA","Both",2018,"Ophthalmology",2,291,33,"PG","Tripura"
"1697",1697,"UTTAR PRADESH","Both",2018,"Ophthalmology",119,146,34,"PG","Uttar Pradesh"
"1698",1698,"UTTARAKHAND","Both",2018,"Ophthalmology",11,64,35,"PG","Uttarakhand"
"1699",1699,"WEST BENGAL","Both",2018,"Ophthalmology",72,339,36,"PG","West Bengal"
"1700",1700,"ANDHRA PRADESH","Private",2001,"Ophthalmology",0,553,2,"PG","Andhra Pradesh"
"1701",1701,"TELANGANA","Private",2001,"Ophthalmology",0,NA,NA,"PG","Telangana"
"1702",1702,"ANDHRA PRADESH","Public",2001,"Ophthalmology",62,553,2,"PG","Andhra Pradesh"
"1703",1703,"TELANGANA","Public",2001,"Ophthalmology",62,NA,NA,"PG","Telangana"
"1704",1704,"ANDHRA PRADESH","Both",2001,"Ophthalmology",62,553,2,"PG","Andhra Pradesh"
"1705",1705,"TELANGANA","Both",2001,"Ophthalmology",62,NA,NA,"PG","Telangana"
"1706",1706,"GUJARAT","Private",2001,"Pulmonology",0,474,12,"PG","Gujarat"
"1707",1707,"HARYANA","Private",2001,"Pulmonology",0,70,13,"PG","Haryana"
"1708",1708,"JAMMU & KASHMIR","Private",2001,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1709",1709,"KARNATAKA","Private",2001,"Pulmonology",4,556,17,"PG","Karnataka"
"1710",1710,"KERALA","Private",2001,"Pulmonology",0,598,18,"PG","Kerala"
"1711",1711,"MADHYA PRADESH","Private",2001,"Pulmonology",1,465,20,"PG","Madhya Pradesh"
"1712",1712,"MAHARASHTRA","Private",2001,"Pulmonology",0,522,21,"PG","Maharashtra"
"1713",1713,"ODISHA","Private",2001,"Pulmonology",0,384,26,"PG","Odisha"
"1714",1714,"PUDUCHERRY","Private",2001,"Pulmonology",0,636,27,"PG","Puducherry"
"1715",1715,"PUNJAB","Private",2001,"Pulmonology",0,49,28,"PG","Punjab"
"1716",1716,"RAJASTHAN","Private",2001,"Pulmonology",1,119,29,"PG","Rajasthan"
"1717",1717,"SIKKIM","Private",2001,"Pulmonology",0,244,30,"PG","Sikkim"
"1718",1718,"TAMIL NADU","Private",2001,"Pulmonology",0,616,31,"PG","Tamil Nadu"
"1719",1719,"UTTAR PRADESH","Private",2001,"Pulmonology",0,146,34,"PG","Uttar Pradesh"
"1720",1720,"UTTARAKHAND","Private",2001,"Pulmonology",0,64,35,"PG","Uttarakhand"
"1721",1721,"WEST BENGAL","Private",2001,"Pulmonology",0,339,36,"PG","West Bengal"
"1722",1722,"ASSAM","Public",2001,"Pulmonology",0,324,4,"PG","Assam"
"1723",1723,"BIHAR","Public",2001,"Pulmonology",0,209,5,"PG","Bihar"
"1724",1724,"CHANDIGARH","Public",2001,"Pulmonology",0,55,6,"PG","Chandigarh"
"1725",1725,"CHHATTISGARH","Public",2001,"Pulmonology",0,414,7,"PG","Chhattisgarh"
"1726",1726,"NCT OF DELHI","Public",2001,"Pulmonology",26,95,10,"PG","NCT of Delhi"
"1727",1727,"GOA","Public",2001,"Pulmonology",0,585,11,"PG","Goa"
"1728",1728,"GUJARAT","Public",2001,"Pulmonology",6,474,12,"PG","Gujarat"
"1729",1729,"HARYANA","Public",2001,"Pulmonology",2,70,13,"PG","Haryana"
"1730",1730,"HIMACHAL PRADESH","Public",2001,"Pulmonology",0,30,14,"PG","Himachal Pradesh"
"1731",1731,"JAMMU & KASHMIR","Public",2001,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1732",1732,"JHARKHAND","Public",2001,"Pulmonology",0,355,16,"PG","Jharkhand"
"1733",1733,"KARNATAKA","Public",2001,"Pulmonology",0,556,17,"PG","Karnataka"
"1734",1734,"KERALA","Public",2001,"Pulmonology",8,598,18,"PG","Kerala"
"1735",1735,"MADHYA PRADESH","Public",2001,"Pulmonology",0,465,20,"PG","Madhya Pradesh"
"1736",1736,"MAHARASHTRA","Public",2001,"Pulmonology",18,522,21,"PG","Maharashtra"
"1737",1737,"MANIPUR","Public",2001,"Pulmonology",0,275,22,"PG","Manipur"
"1738",1738,"MEGHALAYA","Public",2001,"Pulmonology",0,294,23,"PG","Meghalaya"
"1739",1739,"ODISHA","Public",2001,"Pulmonology",2,384,26,"PG","Odisha"
"1740",1740,"PUDUCHERRY","Public",2001,"Pulmonology",0,636,27,"PG","Puducherry"
"1741",1741,"PUNJAB","Public",2001,"Pulmonology",8,49,28,"PG","Punjab"
"1742",1742,"RAJASTHAN","Public",2001,"Pulmonology",18,119,29,"PG","Rajasthan"
"1743",1743,"TAMIL NADU","Public",2001,"Pulmonology",0,616,31,"PG","Tamil Nadu"
"1744",1744,"UTTAR PRADESH","Public",2001,"Pulmonology",18,146,34,"PG","Uttar Pradesh"
"1745",1745,"UTTARAKHAND","Public",2001,"Pulmonology",0,64,35,"PG","Uttarakhand"
"1746",1746,"WEST BENGAL","Public",2001,"Pulmonology",12,339,36,"PG","West Bengal"
"1747",1747,"ANDHRA PRADESH","Private",2018,"Pulmonology",26,553,2,"PG","Andhra Pradesh"
"1748",1748,"BIHAR","Private",2018,"Pulmonology",0,209,5,"PG","Bihar"
"1749",1749,"CHHATTISGARH","Private",2018,"Pulmonology",0,414,7,"PG","Chhattisgarh"
"1750",1750,"NCT OF DELHI","Private",2018,"Pulmonology",0,95,10,"PG","NCT of Delhi"
"1751",1751,"GUJARAT","Private",2018,"Pulmonology",9,474,12,"PG","Gujarat"
"1752",1752,"HARYANA","Private",2018,"Pulmonology",6,70,13,"PG","Haryana"
"1753",1753,"HIMACHAL PRADESH","Private",2018,"Pulmonology",0,30,14,"PG","Himachal Pradesh"
"1754",1754,"JAMMU & KASHMIR","Private",2018,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1755",1755,"KARNATAKA","Private",2018,"Pulmonology",24,556,17,"PG","Karnataka"
"1756",1756,"KERALA","Private",2018,"Pulmonology",9,598,18,"PG","Kerala"
"1757",1757,"MADHYA PRADESH","Private",2018,"Pulmonology",10,465,20,"PG","Madhya Pradesh"
"1758",1758,"MAHARASHTRA","Private",2018,"Pulmonology",24,522,21,"PG","Maharashtra"
"1759",1759,"ODISHA","Private",2018,"Pulmonology",5,384,26,"PG","Odisha"
"1760",1760,"PUDUCHERRY","Private",2018,"Pulmonology",5,636,27,"PG","Puducherry"
"1761",1761,"PUNJAB","Private",2018,"Pulmonology",2,49,28,"PG","Punjab"
"1762",1762,"RAJASTHAN","Private",2018,"Pulmonology",7,119,29,"PG","Rajasthan"
"1763",1763,"SIKKIM","Private",2018,"Pulmonology",0,244,30,"PG","Sikkim"
"1764",1764,"TAMIL NADU","Private",2018,"Pulmonology",21,616,31,"PG","Tamil Nadu"
"1765",1765,"TELANGANA","Private",2018,"Pulmonology",24,532,32,"PG","Telangana"
"1766",1766,"TRIPURA","Private",2018,"Pulmonology",0,291,33,"PG","Tripura"
"1767",1767,"UTTAR PRADESH","Private",2018,"Pulmonology",19,146,34,"PG","Uttar Pradesh"
"1768",1768,"UTTARAKHAND","Private",2018,"Pulmonology",4,64,35,"PG","Uttarakhand"
"1769",1769,"WEST BENGAL","Private",2018,"Pulmonology",0,339,36,"PG","West Bengal"
"1770",1770,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Pulmonology",0,638,1,"PG","Andaman & Nicobar Island"
"1771",1771,"ANDHRA PRADESH","Public",2018,"Pulmonology",22,553,2,"PG","Andhra Pradesh"
"1772",1772,"ASSAM","Public",2018,"Pulmonology",4,324,4,"PG","Assam"
"1773",1773,"BIHAR","Public",2018,"Pulmonology",0,209,5,"PG","Bihar"
"1774",1774,"CHANDIGARH","Public",2018,"Pulmonology",9,55,6,"PG","Chandigarh"
"1775",1775,"CHHATTISGARH","Public",2018,"Pulmonology",0,414,7,"PG","Chhattisgarh"
"1776",1776,"NCT OF DELHI","Public",2018,"Pulmonology",32,95,10,"PG","NCT of Delhi"
"1777",1777,"GOA","Public",2018,"Pulmonology",6,585,11,"PG","Goa"
"1778",1778,"GUJARAT","Public",2018,"Pulmonology",29,474,12,"PG","Gujarat"
"1779",1779,"HARYANA","Public",2018,"Pulmonology",5,70,13,"PG","Haryana"
"1780",1780,"HIMACHAL PRADESH","Public",2018,"Pulmonology",3,30,14,"PG","Himachal Pradesh"
"1781",1781,"JAMMU & KASHMIR","Public",2018,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1782",1782,"JHARKHAND","Public",2018,"Pulmonology",0,355,16,"PG","Jharkhand"
"1783",1783,"KARNATAKA","Public",2018,"Pulmonology",8,556,17,"PG","Karnataka"
"1784",1784,"KERALA","Public",2018,"Pulmonology",16,598,18,"PG","Kerala"
"1785",1785,"MADHYA PRADESH","Public",2018,"Pulmonology",2,465,20,"PG","Madhya Pradesh"
"1786",1786,"MAHARASHTRA","Public",2018,"Pulmonology",31,522,21,"PG","Maharashtra"
"1787",1787,"MANIPUR","Public",2018,"Pulmonology",2,275,22,"PG","Manipur"
"1788",1788,"MEGHALAYA","Public",2018,"Pulmonology",0,294,23,"PG","Meghalaya"
"1789",1789,"ODISHA","Public",2018,"Pulmonology",10,384,26,"PG","Odisha"
"1790",1790,"PUDUCHERRY","Public",2018,"Pulmonology",3,636,27,"PG","Puducherry"
"1791",1791,"PUNJAB","Public",2018,"Pulmonology",12,49,28,"PG","Punjab"
"1792",1792,"RAJASTHAN","Public",2018,"Pulmonology",42,119,29,"PG","Rajasthan"
"1793",1793,"TAMIL NADU","Public",2018,"Pulmonology",18,616,31,"PG","Tamil Nadu"
"1794",1794,"TELANGANA","Public",2018,"Pulmonology",18,532,32,"PG","Telangana"
"1795",1795,"TRIPURA","Public",2018,"Pulmonology",0,291,33,"PG","Tripura"
"1796",1796,"UTTAR PRADESH","Public",2018,"Pulmonology",29,146,34,"PG","Uttar Pradesh"
"1797",1797,"UTTARAKHAND","Public",2018,"Pulmonology",2,64,35,"PG","Uttarakhand"
"1798",1798,"WEST BENGAL","Public",2018,"Pulmonology",27,339,36,"PG","West Bengal"
"1799",1799,"ASSAM","Both",2001,"Pulmonology",0,324,4,"PG","Assam"
"1800",1800,"BIHAR","Both",2001,"Pulmonology",0,209,5,"PG","Bihar"
"1801",1801,"CHANDIGARH","Both",2001,"Pulmonology",0,55,6,"PG","Chandigarh"
"1802",1802,"CHHATTISGARH","Both",2001,"Pulmonology",0,414,7,"PG","Chhattisgarh"
"1803",1803,"GOA","Both",2001,"Pulmonology",0,585,11,"PG","Goa"
"1804",1804,"GUJARAT","Both",2001,"Pulmonology",6,474,12,"PG","Gujarat"
"1805",1805,"HARYANA","Both",2001,"Pulmonology",2,70,13,"PG","Haryana"
"1806",1806,"HIMACHAL PRADESH","Both",2001,"Pulmonology",0,30,14,"PG","Himachal Pradesh"
"1807",1807,"JAMMU & KASHMIR","Both",2001,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1808",1808,"JHARKHAND","Both",2001,"Pulmonology",0,355,16,"PG","Jharkhand"
"1809",1809,"KARNATAKA","Both",2001,"Pulmonology",4,556,17,"PG","Karnataka"
"1810",1810,"KERALA","Both",2001,"Pulmonology",8,598,18,"PG","Kerala"
"1811",1811,"MADHYA PRADESH","Both",2001,"Pulmonology",1,465,20,"PG","Madhya Pradesh"
"1812",1812,"MAHARASHTRA","Both",2001,"Pulmonology",18,522,21,"PG","Maharashtra"
"1813",1813,"MANIPUR","Both",2001,"Pulmonology",0,275,22,"PG","Manipur"
"1814",1814,"MEGHALAYA","Both",2001,"Pulmonology",0,294,23,"PG","Meghalaya"
"1815",1815,"NCT OF DELHI","Both",2001,"Pulmonology",26,95,10,"PG","NCT of Delhi"
"1816",1816,"ODISHA","Both",2001,"Pulmonology",2,384,26,"PG","Odisha"
"1817",1817,"PUDUCHERRY","Both",2001,"Pulmonology",0,636,27,"PG","Puducherry"
"1818",1818,"PUNJAB","Both",2001,"Pulmonology",8,49,28,"PG","Punjab"
"1819",1819,"RAJASTHAN","Both",2001,"Pulmonology",19,119,29,"PG","Rajasthan"
"1820",1820,"SIKKIM","Both",2001,"Pulmonology",0,244,30,"PG","Sikkim"
"1821",1821,"TAMIL NADU","Both",2001,"Pulmonology",0,616,31,"PG","Tamil Nadu"
"1822",1822,"UTTAR PRADESH","Both",2001,"Pulmonology",18,146,34,"PG","Uttar Pradesh"
"1823",1823,"UTTARAKHAND","Both",2001,"Pulmonology",0,64,35,"PG","Uttarakhand"
"1824",1824,"WEST BENGAL","Both",2001,"Pulmonology",12,339,36,"PG","West Bengal"
"1825",1825,"ANDAMAN & NICOBAR ISLAND","Both",2018,"Pulmonology",0,638,1,"PG","Andaman & Nicobar Island"
"1826",1826,"ANDHRA PRADESH","Both",2018,"Pulmonology",48,553,2,"PG","Andhra Pradesh"
"1827",1827,"ASSAM","Both",2018,"Pulmonology",4,324,4,"PG","Assam"
"1828",1828,"BIHAR","Both",2018,"Pulmonology",0,209,5,"PG","Bihar"
"1829",1829,"CHANDIGARH","Both",2018,"Pulmonology",9,55,6,"PG","Chandigarh"
"1830",1830,"CHHATTISGARH","Both",2018,"Pulmonology",0,414,7,"PG","Chhattisgarh"
"1831",1831,"GOA","Both",2018,"Pulmonology",6,585,11,"PG","Goa"
"1832",1832,"GUJARAT","Both",2018,"Pulmonology",38,474,12,"PG","Gujarat"
"1833",1833,"HARYANA","Both",2018,"Pulmonology",11,70,13,"PG","Haryana"
"1834",1834,"HIMACHAL PRADESH","Both",2018,"Pulmonology",3,30,14,"PG","Himachal Pradesh"
"1835",1835,"JAMMU & KASHMIR","Both",2018,"Pulmonology",0,14,15,"PG","Jammu & Kashmir"
"1836",1836,"JHARKHAND","Both",2018,"Pulmonology",0,355,16,"PG","Jharkhand"
"1837",1837,"KARNATAKA","Both",2018,"Pulmonology",32,556,17,"PG","Karnataka"
"1838",1838,"KERALA","Both",2018,"Pulmonology",25,598,18,"PG","Kerala"
"1839",1839,"MADHYA PRADESH","Both",2018,"Pulmonology",12,465,20,"PG","Madhya Pradesh"
"1840",1840,"MAHARASHTRA","Both",2018,"Pulmonology",55,522,21,"PG","Maharashtra"
"1841",1841,"MANIPUR","Both",2018,"Pulmonology",2,275,22,"PG","Manipur"
"1842",1842,"MEGHALAYA","Both",2018,"Pulmonology",0,294,23,"PG","Meghalaya"
"1843",1843,"NCT OF DELHI","Both",2018,"Pulmonology",32,95,10,"PG","NCT of Delhi"
"1844",1844,"ODISHA","Both",2018,"Pulmonology",15,384,26,"PG","Odisha"
"1845",1845,"PUDUCHERRY","Both",2018,"Pulmonology",8,636,27,"PG","Puducherry"
"1846",1846,"PUNJAB","Both",2018,"Pulmonology",14,49,28,"PG","Punjab"
"1847",1847,"RAJASTHAN","Both",2018,"Pulmonology",49,119,29,"PG","Rajasthan"
"1848",1848,"SIKKIM","Both",2018,"Pulmonology",0,244,30,"PG","Sikkim"
"1849",1849,"TAMIL NADU","Both",2018,"Pulmonology",39,616,31,"PG","Tamil Nadu"
"1850",1850,"TELANGANA","Both",2018,"Pulmonology",42,532,32,"PG","Telangana"
"1851",1851,"TRIPURA","Both",2018,"Pulmonology",0,291,33,"PG","Tripura"
"1852",1852,"UTTAR PRADESH","Both",2018,"Pulmonology",48,146,34,"PG","Uttar Pradesh"
"1853",1853,"UTTARAKHAND","Both",2018,"Pulmonology",6,64,35,"PG","Uttarakhand"
"1854",1854,"WEST BENGAL","Both",2018,"Pulmonology",27,339,36,"PG","West Bengal"
"1855",1855,"ANDHRA PRADESH","Private",2001,"Pulmonology",0,553,2,"PG","Andhra Pradesh"
"1856",1856,"TELANGANA","Private",2001,"Pulmonology",0,NA,NA,"PG","Telangana"
"1857",1857,"ANDHRA PRADESH","Public",2001,"Pulmonology",5,553,2,"PG","Andhra Pradesh"
"1858",1858,"TELANGANA","Public",2001,"Pulmonology",5,NA,NA,"PG","Telangana"
"1859",1859,"ANDHRA PRADESH","Both",2001,"Pulmonology",5,553,2,"PG","Andhra Pradesh"
"1860",1860,"TELANGANA","Both",2001,"Pulmonology",5,NA,NA,"PG","Telangana"
"1861",1861,"GUJARAT","Private",2001,"Physiology",0,474,12,"PG","Gujarat"
"1862",1862,"HARYANA","Private",2001,"Physiology",2,70,13,"PG","Haryana"
"1863",1863,"JAMMU & KASHMIR","Private",2001,"Physiology",0,14,15,"PG","Jammu & Kashmir"
"1864",1864,"KARNATAKA","Private",2001,"Physiology",17,556,17,"PG","Karnataka"
"1865",1865,"KERALA","Private",2001,"Physiology",0,598,18,"PG","Kerala"
"1866",1866,"MADHYA PRADESH","Private",2001,"Physiology",4,465,20,"PG","Madhya Pradesh"
"1867",1867,"MAHARASHTRA","Private",2001,"Physiology",8,522,21,"PG","Maharashtra"
"1868",1868,"ODISHA","Private",2001,"Physiology",0,384,26,"PG","Odisha"
"1869",1869,"PUDUCHERRY","Private",2001,"Physiology",0,636,27,"PG","Puducherry"
"1870",1870,"PUNJAB","Private",2001,"Physiology",0,49,28,"PG","Punjab"
"1871",1871,"RAJASTHAN","Private",2001,"Physiology",0,119,29,"PG","Rajasthan"
"1872",1872,"SIKKIM","Private",2001,"Physiology",0,244,30,"PG","Sikkim"
"1873",1873,"TAMIL NADU","Private",2001,"Physiology",6,616,31,"PG","Tamil Nadu"
"1874",1874,"UTTAR PRADESH","Private",2001,"Physiology",0,146,34,"PG","Uttar Pradesh"
"1875",1875,"UTTARAKHAND","Private",2001,"Physiology",4,64,35,"PG","Uttarakhand"
"1876",1876,"WEST BENGAL","Private",2001,"Physiology",0,339,36,"PG","West Bengal"
"1877",1877,"ASSAM","Public",2001,"Physiology",15,324,4,"PG","Assam"
"1878",1878,"BIHAR","Public",2001,"Physiology",16,209,5,"PG","Bihar"
"1879",1879,"CHANDIGARH","Public",2001,"Physiology",0,55,6,"PG","Chandigarh"
"1880",1880,"CHHATTISGARH","Public",2001,"Physiology",1,414,7,"PG","Chhattisgarh"
"1881",1881,"NCT OF DELHI","Public",2001,"Physiology",29,95,10,"PG","NCT of Delhi"
"1882",1882,"GOA","Public",2001,"Physiology",0,585,11,"PG","Goa"
"1883",1883,"GUJARAT","Public",2001,"Physiology",20,474,12,"PG","Gujarat"
"1884",1884,"HARYANA","Public",2001,"Physiology",7,70,13,"PG","Haryana"
"1885",1885,"HIMACHAL PRADESH","Public",2001,"Physiology",0,30,14,"PG","Himachal Pradesh"
"1886",1886,"JAMMU & KASHMIR","Public",2001,"Physiology",7,14,15,"PG","Jammu & Kashmir"
"1887",1887,"JHARKHAND","Public",2001,"Physiology",5,355,16,"PG","Jharkhand"
"1888",1888,"KARNATAKA","Public",2001,"Physiology",12,556,17,"PG","Karnataka"
"1889",1889,"KERALA","Public",2001,"Physiology",1,598,18,"PG","Kerala"
"1890",1890,"MADHYA PRADESH","Public",2001,"Physiology",5,465,20,"PG","Madhya Pradesh"
"1891",1891,"MAHARASHTRA","Public",2001,"Physiology",36,522,21,"PG","Maharashtra"
"1892",1892,"MANIPUR","Public",2001,"Physiology",8,275,22,"PG","Manipur"
"1893",1893,"MEGHALAYA","Public",2001,"Physiology",0,294,23,"PG","Meghalaya"
"1894",1894,"ODISHA","Public",2001,"Physiology",0,384,26,"PG","Odisha"
"1895",1895,"PUDUCHERRY","Public",2001,"Physiology",5,636,27,"PG","Puducherry"
"1896",1896,"PUNJAB","Public",2001,"Physiology",9,49,28,"PG","Punjab"
"1897",1897,"RAJASTHAN","Public",2001,"Physiology",3,119,29,"PG","Rajasthan"
"1898",1898,"TAMIL NADU","Public",2001,"Physiology",7,616,31,"PG","Tamil Nadu"
"1899",1899,"UTTAR PRADESH","Public",2001,"Physiology",14,146,34,"PG","Uttar Pradesh"
"1900",1900,"UTTARAKHAND","Public",2001,"Physiology",0,64,35,"PG","Uttarakhand"
"1901",1901,"WEST BENGAL","Public",2001,"Physiology",5,339,36,"PG","West Bengal"
"1902",1902,"ANDHRA PRADESH","Private",2018,"Physiology",20,553,2,"PG","Andhra Pradesh"
"1903",1903,"BIHAR","Private",2018,"Physiology",6,209,5,"PG","Bihar"
"1904",1904,"CHHATTISGARH","Private",2018,"Physiology",0,414,7,"PG","Chhattisgarh"
"1905",1905,"NCT OF DELHI","Private",2018,"Physiology",0,95,10,"PG","NCT of Delhi"
"1906",1906,"GUJARAT","Private",2018,"Physiology",11,474,12,"PG","Gujarat"
"1907",1907,"HARYANA","Private",2018,"Physiology",9,70,13,"PG","Haryana"
"1908",1908,"HIMACHAL PRADESH","Private",2018,"Physiology",0,30,14,"PG","Himachal Pradesh"
"1909",1909,"JAMMU & KASHMIR","Private",2018,"Physiology",0,14,15,"PG","Jammu & Kashmir"
"1910",1910,"KARNATAKA","Private",2018,"Physiology",93,556,17,"PG","Karnataka"
"1911",1911,"KERALA","Private",2018,"Physiology",15,598,18,"PG","Kerala"
"1912",1912,"MADHYA PRADESH","Private",2018,"Physiology",13,465,20,"PG","Madhya Pradesh"
"1913",1913,"MAHARASHTRA","Private",2018,"Physiology",42,522,21,"PG","Maharashtra"
"1914",1914,"ODISHA","Private",2018,"Physiology",8,384,26,"PG","Odisha"
"1915",1915,"PUDUCHERRY","Private",2018,"Physiology",15,636,27,"PG","Puducherry"
"1916",1916,"PUNJAB","Private",2018,"Physiology",11,49,28,"PG","Punjab"
"1917",1917,"RAJASTHAN","Private",2018,"Physiology",8,119,29,"PG","Rajasthan"
"1918",1918,"SIKKIM","Private",2018,"Physiology",3,244,30,"PG","Sikkim"
"1919",1919,"TAMIL NADU","Private",2018,"Physiology",43,616,31,"PG","Tamil Nadu"
"1920",1920,"TELANGANA","Private",2018,"Physiology",25,532,32,"PG","Telangana"
"1921",1921,"TRIPURA","Private",2018,"Physiology",0,291,33,"PG","Tripura"
"1922",1922,"UTTAR PRADESH","Private",2018,"Physiology",32,146,34,"PG","Uttar Pradesh"
"1923",1923,"UTTARAKHAND","Private",2018,"Physiology",6,64,35,"PG","Uttarakhand"
"1924",1924,"WEST BENGAL","Private",2018,"Physiology",6,339,36,"PG","West Bengal"
"1925",1925,"ANDAMAN & NICOBAR ISLAND","Public",2018,"Physiology",0,638,1,"PG","Andaman & Nicobar Island"
"1926",1926,"ANDHRA PRADESH","Public",2018,"Physiology",22,553,2,"PG","Andhra Pradesh"
"1927",1927,"ASSAM","Public",2018,"Physiology",18,324,4,"PG","Assam"
"1928",1928,"BIHAR","Public",2018,"Physiology",23,209,5,"PG","Bihar"
"1929",1929,"CHANDIGARH","Public",2018,"Physiology",0,55,6,"PG","Chandigarh"
"1930",1930,"CHHATTISGARH","Public",2018,"Physiology",2,414,7,"PG","Chhattisgarh"
"1931",1931,"NCT OF DELHI","Public",2018,"Physiology",44,95,10,"PG","NCT of Delhi"
"1932",1932,"GOA","Public",2018,"Physiology",5,585,11,"PG","Goa"
"1933",1933,"GUJARAT","Public",2018,"Physiology",43,474,12,"PG","Gujarat"
